,Issue_id,Priority,Duplicated_issue,Title,Description
14,5032,P2,,"['message', 'display', 'save', 'truncate']","['subject', 'message', 'display', 'save', 'truncate', 'miriamfusibmcom', 'miriam', 'newsgroups', 'eclipsetools', 'organization', 'multiple', 'level', 'project', 'message', 'present', 'truncate', 'example', 'change', 'shop', 'cartcheckouttxt', 'set', 'content', 'shop', 'carcheckouttxt', 'change', 'shop', 'set', 'content', 'shop', 'miriam', 'systems', 'development', 'congress', 'avenue', 'florida', 'miriamfusibmcom']"
15,5410,P2,,"['davclient', 'doesnt', 'client']","['davclient', 'doesnt', 'client', 'client', 'connections', 'recycler', 'thread', 'interrupt', 'program']"
16,5757,P3,,"['create', 'project']","['application', 'create', 'project', 'default', 'value', 'excerpt', 'follow', 'unexpected', 'exception', 'detect', 'native', 'outside', 'unexpected', 'signal', 'occur', 'function', 'namememcpy', 'current', 'thread', 'method', 'method', 'derjava', 'method', 'dynamic', 'library', 'information', 'snip', 'available', 'request', 'elapse', 'exception', 'detect', 'native', 'outside', 'hotspottm', 'client']"
17,5802,P3,,"['controlexample', 'solaris']","['execute', 'control', 'example', 'solaris', 'cause', 'follow', 'exception', 'unexpected', 'exception', 'detect', 'native', 'outside', 'unexpected', 'signal', 'occur', 'function', 'namememcpy', 'current', 'thread', 'method', 'gtabjava', 'dynamic', 'libraries', 'usrliblibdlso', 'usrliblibcso', 'usrliblibcrunso', 'usrliblibnslso', 'usrliblibmso', 'usrliblibwso', 'usrliblibmpso', 'usrliblibxmso', 'usrliblibxtso', 'usrlibso', 'elapse', 'exception', 'detect', 'native', 'outside', 'hotspottm', 'client']"
18,5867,P2,,"['severe', 'performance', 'errors']","['create', 'workspace', 'contain', 'project', 'folder', 'filesystem', 'random', 'eclipse', 'source', 'folder', 'workspace', 'refreshlocal', 'project', 'cause', 'errors', 'package', 'declarations', 'folder', 'progress', 'monitor', 'change', 'update', 'freeze', 'responsive', 'scroll', 'slowly', 'grow', 'problems', 'eventually', 'minutes', 'respond', 'altogether', 'dump', 'ctrlbreak', 'console', 'yield', 'follow', 'awhile', 'try', 'look', 'deadlock', 'overload', 'reproduce', 'exist', 'limit', 'number', 'probably', 'relevant', 'thread', 'classic', 'native', 'thread', 'modalcontext', 'systhreadt', 'statecw', 'native', 'method', 'onmanagerjava', 'rmjavacompiled', 'ionmanagerjava', 'acejava', 'erationjava', 'contextjava', 'index', 'systhreadt', 'statecw', 'native', 'method', 'finalizer', 'systhreadt', 'statecw', 'native', 'method', 'reference', 'handler', 'systhreadt', 'statecw', 'native', 'method', 'signal', 'dispatcher', 'systhreadt', 'stater', 'native', 'systhreadt', 'stater', 'native', 'method', 'monitor', 'initial', 'monitor', 'minimum', 'number', 'monitor', 'expansion', 'expand', 'current', 'number', 'monitor', 'current', 'number', 'monitor', 'monitor', 'inflate', 'objectmonitors', 'sysmont', 'inflmont', 'unowned', 'wait', 'notify', 'reference', 'handler', 'sysmont', 'inflmont', 'unowned', 'wait', 'notify', 'finalizer', 'sysmont', 'inflmont', 'unowned', 'wait', 'notify', 'modalcontext', 'monitor', 'register', 'monitor', 'unowned', 'unowned', 'unowned', 'wait', 'notify', 'index', 'anager', 'method', 'unowned', 'unowned', 'unowned', 'rewrite', 'unowned', 'monitor', 'signal', 'dispatcher', 'pin', 'unowned', 'global', 'reference', 'unowned', 'classloader', 'unowned', 'link', 'unowned', 'binclass', 'unowned', 'monitor', 'registry', 'signal', 'dispatcher', 'thread', 'signal', 'dispatcher', 'thread', 'identifiers', 'monitor', 'modalcontext', 'index', 'anager', 'finalizer', 'reference', 'handler', 'signal', 'dispatcher', 'object', 'monitor', 'inflate', 'objectmonitors', 'locknflags', 'monitor', 'inflate', 'inflmon', 'locknflags', 'monitor', 'inflate', 'inflmon', 'locknflags', 'lock', 'threadident', 'entrycount', 'locknflags', 'lock', 'threadident', 'entrycount', 'locknflags', 'monitor', 'inflate', 'inflmon', 'locknflags', 'lock', 'threadident', 'entrycount']"
19,6098,P3,,"['run', 'eclipse']","['exception', 'detect', 'native', 'program', 'counter', 'dialog', 'report', 'exit', 'happen', 'pulldown', 'project', 'perspective', 'click', 'exception', 'detect', 'native', 'program', 'counter', 'exception', 'detect', 'native', 'program', 'counter']"
20,6577,P1,,[],"['catch', 'content', 'provider', 'exception', 'ignore', 'retrieve', 'frame', 'result', 'variable', 'stackframes', 'protect', 'thread', 'current', 'frame', 'thread', 'istackframe', 'stackframes', 'stackframes', 'debugexception', 'retrieve', 'current', 'count', 'frame', 'thread', 'thread', 'suspend', 'runnablelockrun', 'string', 'string', 'string', 'string']"
21,6658,P3,,[],"['method', 'object']"
22,7095,P3,,"['eclipse', 'crash']","['version', 'development', 'workspace', 'target', 'windows', 'service', 'crash', 'reproduce', 'wait', 'connect', 'dbaeumer', 'unhandled', 'exception', 'typegpf', 'vmstate', 'exceptioncode', 'contextflags', 'offsetindll', 'thread', 'priority', 'location', 'gressmonitorv', 'essmonitorv', 'gressmonitorv', 'gressmonitorv', 'rogressmonitorv', 'ljavalangobject', 'ljavalangobject', 'ljavalangobject', 'thread', 'thread', 'priority', 'daemon', 'thread', 'response', 'server', 'priority', 'daemon', 'thread', 'finalizer', 'thread', 'priority', 'daemon', 'thread', 'index', 'priority', 'daemon', 'ffffffec', 'thread', 'priority', 'daemon', 'thread', 'priority', 'ffffffec']"
23,7175,P3,,"['report', 'eclipse']","['eclipse', 'bugfeature', 'report', 'choice', 'prefill', 'extact', 'product', 'record', 'version', 'instal', 'plug', 'unexpected', 'exception', 'choice', 'report', 'include', 'browser', 'generate']"
24,7230,P3,,"['typedevent', 'constructor', 'copy']","['currently', 'public', 'typedeventevent', 'superewidget', 'thiswidget', 'ewidget', 'thistime', 'public', 'typedeventevent', 'superewidget', 'thiswidget', 'ewidget', 'thistime', 'thisdata', 'styledtext', 'specific', 'events', 'remove', 'typedevent', 'handle']"
25,7869,P3,,"['refresh', 'confuse']","['condition', 'frequently', 'listen']"
26,7968,P2,,['flicker'],"['comment', 'step', 'feedback', 'frame', 'result', 'instability', 'thread', 'change', 'frame']"
27,8329,P3,,"['preference', 'miss', 'mnemonics']","['preference', 'mnemonic', 'communication', 'timeout']"
28,8545,P2,,"['unexpected', 'exception', 'detect', 'native', 'outside']","['mousepress', 'closefield', 'follow', 'receive', 'eclips', 'eclipsemotif', 'problem', 'reproducable', 'eclipse', 'second', 'open', 'javaperspective', 'javasourcefiles', 'message', 'write', 'unexpected', 'exception', 'detect', 'native', 'outside', 'unexpected', 'signal', 'occur', 'functionmalloc', 'current', 'thread', 'method', 'method', 'dynamic', 'libraries', 'usrjavabinjava', 'usrjavabinjava', 'libldso', 'libldso', 'liblibpthreadso', 'liblibpthreadso', 'liblibdlso', 'liblibdlso', 'liblibcso', 'liblibcso', 'liblibnslso', 'liblibnslso', 'usrliblibstdcso', 'usrliblibstdcso', 'liblibmso', 'liblibmso', 'usrjavalibrtjar', 'liblibnssdnsso', 'liblibnssdnsso', 'usrliblibxmso', 'usrliblibxmso', 'usrlibso', 'usrlibso', 'usrliblibxextso', 'usrliblibxextso', 'usrliblibxtso', 'usrliblibxtso', 'usrliblibxpso', 'usrliblibxpso', 'usrliblibsmso', 'usrliblibsmso', 'usrliblibiceso', 'usrliblibiceso', 'usrlibgconvso', 'usrlibgconvso', 'liblibresolvso', 'liblibresolvso', 'elapse', 'exception', 'detect', 'native', 'outside', 'hotspottm', 'client']"
29,8917,P3,,['cause'],"['run', 'selfhosting', 'latest', 'repository', 'receive', 'intermittent', 'crash', 'target', 'eclipse', 'follow', 'output', 'spew', 'remove', 'dynamic', 'libraries', 'section', 'output', 'point', 'unexpected', 'exception', 'detect', 'native', 'outside', 'unexpected', 'signal', 'occur', 'functionnull', 'unable', 'locate', 'function', 'symbol', 'occur', 'release', 'documentation', 'possible', 'reason', 'solutions', 'current', 'thread', 'method', 'method', 'lock', 'lock', 'method']"
30,8979,P3,,['sigsegv'],"['contain', 'readfiledes', 'result', 'object', 'header', 'corruption', 'probably', 'responsible', 'unexpected', 'exception', 'detect', 'native', 'outside', 'unexpected', 'signal', 'occur', 'function', 'namememcpy', 'current', 'thread', 'method', 'method', 'method']"
